GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008
Id,Id2,Geography,Total:,1-person household,2-person household,3-person household,4-person household,5-person household,6-person household,7-or-more-person household
1000000US120791101001000,120791101001000,"Block 1000, Block Group 1, Census Tract 1101, Madison County, Florida",16,3,6,3,2,2,0,0
1000000US120791101001001,120791101001001,"Block 1001, Block Group 1, Census Tract 1101, Madison County, Florida",4,1,1,1,0,1,0,0
1000000US120791101001002,120791101001002,"Block 1002, Block Group 1, Census Tract 1101, Madison County, Florida",0,0,0,0,0,0,0,0
1000000US120791101001003,120791101001003,"Block 1003, Block Group 1, Census Tract 1101, Madison County, Florida",0,0,0,0,0,0,0,0
1000000US120791101001004,120791101001004,"Block 1004, Block Group 1, Census Tract 1101, Madison County, Florida",1,0,0,0,1,0,0,0
1000000US120791101001005,120791101001005,"Block 1005, Block Group 1, Census Tract 1101, Madison County, Florida",0,0,0,0,0,0,0,0
1000000US120791101001006,120791101001006,"Block 1006, Block Group 1, Census Tract 1101, Madison County, Florida",0,0,0,0,0,0,0,0
1000000US120791101001007,120791101001007,"Block 1007, Block Group 1, Census Tract 1101, Madison County, Florida",0,0,0,0,0,0,0,0
1000000US120791101001008,120791101001008,"Block 1008, Block Group 1, Census Tract 1101, Madison County, Florida",0,0,0,0,0,0,0,0
1000000US120791101001009,120791101001009,"Block 1009, Block Group 1, Census Tract 1101, Madison County, Florida",33,11,11,2,5,2,2,0
1000000US120791101001010,120791101001010,"Block 1010, Block Group 1, Census Tract 1101, Madison County, Florida",0,0,0,0,0,0,0,0
1000000US120791101001011,120791101001011,"Block 1011, Block Group 1, Census Tract 1101, Madison County, Florida",0,0,0,0,0,0,0,0
1000000US120791101001012,120791101001012,"Block 1012, Block Group 1, Census Tract 1101, Madison County, Florida",5,1,1,1,2,0,0,0
1000000US120791101001013,120791101001013,"Block 1013, Block Group 1, Census Tract 1101, Madison County, Florida",0,0,0,0,0,0,0,0
1000000US120791101001014,120791101001014,"Block 1014, Block Group 1, Census Tract 1101, Madison County, Florida",9,2,5,1,1,0,0,0
1000000US120791101001015,120791101001015,"Block 1015, Block Group 1, Census Tract 1101, Madison County, Florida",0,0,0,0,0,0,0,0
1000000US120791101001016,120791101001016,"Block 1016, Block Group 1, Census Tract 1101, Madison County, Florida",0,0,0,0,0,0,0,0
1000000US120791101001017,120791101001017,"Block 1017, Block Group 1, Census Tract 1101, Madison County, Florida",10,3,2,3,2,0,0,0
