GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010
Id,Id2,Geography,Total:,"Institutionalized population (101-106, 201-203, 301, 401-405):","Institutionalized population (101-106, 201-203, 301, 401-405): - Correctional facilities for adults (101-106)","Institutionalized population (101-106, 201-203, 301, 401-405): - Juvenile facilities (201-203)","Institutionalized population (101-106, 201-203, 301, 401-405): - Nursing facilities/Skilled-nursing facilities (301)","Institutionalized population (101-106, 201-203, 301, 401-405): - Other institutional facilities (401-405)","Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904):","Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): - College/University student housing (501)","Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): - Military quarters (601-602)","Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): - Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)"
1000000US121239501001000,121239501001000,"Block 1000, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001001,121239501001001,"Block 1001, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001002,121239501001002,"Block 1002, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001003,121239501001003,"Block 1003, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001004,121239501001004,"Block 1004, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001005,121239501001005,"Block 1005, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001006,121239501001006,"Block 1006, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001007,121239501001007,"Block 1007, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001008,121239501001008,"Block 1008, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001009,121239501001009,"Block 1009, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001010,121239501001010,"Block 1010, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001011,121239501001011,"Block 1011, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001012,121239501001012,"Block 1012, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001013,121239501001013,"Block 1013, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001014,121239501001014,"Block 1014, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001015,121239501001015,"Block 1015, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001016,121239501001016,"Block 1016, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001017,121239501001017,"Block 1017, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001018,121239501001018,"Block 1018, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001019,121239501001019,"Block 1019, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001020,121239501001020,"Block 1020, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001021,121239501001021,"Block 1021, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001022,121239501001022,"Block 1022, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001023,121239501001023,"Block 1023, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121239501001024,121239501001024,"Block 1024, Block Group 1, Census Tract 9501, Taylor County, Florida",0,0,0,0,0,0,0,0,0,0
