GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010
Id,Id2,Geography,Total:,"Institutionalized population (101-106, 201-203, 301, 401-405):","Institutionalized population (101-106, 201-203, 301, 401-405): - Correctional facilities for adults (101-106)","Institutionalized population (101-106, 201-203, 301, 401-405): - Juvenile facilities (201-203)","Institutionalized population (101-106, 201-203, 301, 401-405): - Nursing facilities/Skilled-nursing facilities (301)","Institutionalized population (101-106, 201-203, 301, 401-405): - Other institutional facilities (401-405)","Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904):","Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): - College/University student housing (501)","Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): - Military quarters (601-602)","Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): - Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)"
1000000US121030201011000,121030201011000,"Block 1000, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011001,121030201011001,"Block 1001, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011002,121030201011002,"Block 1002, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011003,121030201011003,"Block 1003, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011004,121030201011004,"Block 1004, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011005,121030201011005,"Block 1005, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011006,121030201011006,"Block 1006, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011007,121030201011007,"Block 1007, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011008,121030201011008,"Block 1008, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011009,121030201011009,"Block 1009, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011010,121030201011010,"Block 1010, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011011,121030201011011,"Block 1011, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011012,121030201011012,"Block 1012, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011013,121030201011013,"Block 1013, Block Group 1, Census Tract 201.01, Pinellas County, Florida",41,41,0,0,41,0,0,0,0,0
1000000US121030201011014,121030201011014,"Block 1014, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011015,121030201011015,"Block 1015, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011016,121030201011016,"Block 1016, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011017,121030201011017,"Block 1017, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011018,121030201011018,"Block 1018, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011019,121030201011019,"Block 1019, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011020,121030201011020,"Block 1020, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011021,121030201011021,"Block 1021, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011022,121030201011022,"Block 1022, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011023,121030201011023,"Block 1023, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011024,121030201011024,"Block 1024, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011025,121030201011025,"Block 1025, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011026,121030201011026,"Block 1026, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011027,121030201011027,"Block 1027, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011028,121030201011028,"Block 1028, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
1000000US121030201011029,121030201011029,"Block 1029, Block Group 1, Census Tract 201.01, Pinellas County, Florida",0,0,0,0,0,0,0,0,0,0
