GEO.id,GEO.id2,GEO.display-label,D002,D003,D004
Id,Id2,Geography,Median age -- - Both sexes,Median age -- - Male,Median age -- - Female
1000000US121319501011000,121319501011000,"Block 1000, Block Group 1, Census Tract 9501.01, Walton County, Florida",42.7,42.8,42.5
1000000US121319501011001,121319501011001,"Block 1001, Block Group 1, Census Tract 9501.01, Walton County, Florida",52.5,30.5,57.2
1000000US121319501011002,121319501011002,"Block 1002, Block Group 1, Census Tract 9501.01, Walton County, Florida",64.5,64.5,70.5
1000000US121319501011003,121319501011003,"Block 1003, Block Group 1, Census Tract 9501.01, Walton County, Florida",41.3,45.0,38.5
1000000US121319501011004,121319501011004,"Block 1004, Block Group 1, Census Tract 9501.01, Walton County, Florida",57.5,54.5,60.5
1000000US121319501011005,121319501011005,"Block 1005, Block Group 1, Census Tract 9501.01, Walton County, Florida",50.0,52.5,36.5
1000000US121319501011006,121319501011006,"Block 1006, Block Group 1, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501011007,121319501011007,"Block 1007, Block Group 1, Census Tract 9501.01, Walton County, Florida",26.8,47.0,26.5
1000000US121319501011008,121319501011008,"Block 1008, Block Group 1, Census Tract 9501.01, Walton County, Florida",41.0,41.5,40.5
1000000US121319501011009,121319501011009,"Block 1009, Block Group 1, Census Tract 9501.01, Walton County, Florida",36.5,36.5,43.0
1000000US121319501011010,121319501011010,"Block 1010, Block Group 1, Census Tract 9501.01, Walton County, Florida",41.8,39.5,43.5
1000000US121319501011011,121319501011011,"Block 1011, Block Group 1, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501011012,121319501011012,"Block 1012, Block Group 1, Census Tract 9501.01, Walton County, Florida",57.3,71.5,42.0
1000000US121319501011013,121319501011013,"Block 1013, Block Group 1, Census Tract 9501.01, Walton County, Florida",39.8,38.5,43.5
1000000US121319501011014,121319501011014,"Block 1014, Block Group 1, Census Tract 9501.01, Walton County, Florida",42.2,36.0,43.5
1000000US121319501011015,121319501011015,"Block 1015, Block Group 1, Census Tract 9501.01, Walton County, Florida",52.8,56.5,47.5
1000000US121319501011016,121319501011016,"Block 1016, Block Group 1, Census Tract 9501.01, Walton County, Florida",52.5,60.0,35.5
1000000US121319501011017,121319501011017,"Block 1017, Block Group 1, Census Tract 9501.01, Walton County, Florida",27.0,36.5,18.5
1000000US121319501011018,121319501011018,"Block 1018, Block Group 1, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501011019,121319501011019,"Block 1019, Block Group 1, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501011020,121319501011020,"Block 1020, Block Group 1, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501011021,121319501011021,"Block 1021, Block Group 1, Census Tract 9501.01, Walton County, Florida",23.8,24.5,23.3
1000000US121319501011022,121319501011022,"Block 1022, Block Group 1, Census Tract 9501.01, Walton County, Florida",14.5,14.5,25.0
1000000US121319501011023,121319501011023,"Block 1023, Block Group 1, Census Tract 9501.01, Walton County, Florida",48.5,48.5,47.0
1000000US121319501011024,121319501011024,"Block 1024, Block Group 1, Census Tract 9501.01, Walton County, Florida",38.5,36.3,42.5
1000000US121319501011025,121319501011025,"Block 1025, Block Group 1, Census Tract 9501.01, Walton County, Florida",31.5,37.5,25.5
1000000US121319501011026,121319501011026,"Block 1026, Block Group 1, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501011027,121319501011027,"Block 1027, Block Group 1, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501011028,121319501011028,"Block 1028, Block Group 1, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501011029,121319501011029,"Block 1029, Block Group 1, Census Tract 9501.01, Walton County, Florida",45.5,37.5,50.5
1000000US121319501011030,121319501011030,"Block 1030, Block Group 1, Census Tract 9501.01, Walton County, Florida",66.5,67.0,66.5
1000000US121319501011031,121319501011031,"Block 1031, Block Group 1, Census Tract 9501.01, Walton County, Florida",57.5,52.0,57.8
1000000US121319501011032,121319501011032,"Block 1032, Block Group 1, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501011033,121319501011033,"Block 1033, Block Group 1, Census Tract 9501.01, Walton County, Florida",31.5,33.5,29.5
1000000US121319501011034,121319501011034,"Block 1034, Block Group 1, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501011035,121319501011035,"Block 1035, Block Group 1, Census Tract 9501.01, Walton County, Florida",61.0,56.5,65.5
1000000US121319501011036,121319501011036,"Block 1036, Block Group 1, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501011037,121319501011037,"Block 1037, Block Group 1, Census Tract 9501.01, Walton County, Florida",35.5,28.0,39.5
1000000US121319501011038,121319501011038,"Block 1038, Block Group 1, Census Tract 9501.01, Walton County, Florida",47.5,50.5,44.5
1000000US121319501011039,121319501011039,"Block 1039, Block Group 1, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501011040,121319501011040,"Block 1040, Block Group 1, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501011041,121319501011041,"Block 1041, Block Group 1, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501011042,121319501011042,"Block 1042, Block Group 1, Census Tract 9501.01, Walton County, Florida",75.0,72.5,77.5
1000000US121319501011043,121319501011043,"Block 1043, Block Group 1, Census Tract 9501.01, Walton County, Florida",76.0,79.5,72.5
1000000US121319501011044,121319501011044,"Block 1044, Block Group 1, Census Tract 9501.01, Walton County, Florida",26.5,16.5,42.3
1000000US121319501011045,121319501011045,"Block 1045, Block Group 1, Census Tract 9501.01, Walton County, Florida",65.5,50.5,67.0
1000000US121319501011046,121319501011046,"Block 1046, Block Group 1, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501011047,121319501011047,"Block 1047, Block Group 1, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501011048,121319501011048,"Block 1048, Block Group 1, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501011049,121319501011049,"Block 1049, Block Group 1, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501011050,121319501011050,"Block 1050, Block Group 1, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501011051,121319501011051,"Block 1051, Block Group 1, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501011052,121319501011052,"Block 1052, Block Group 1, Census Tract 9501.01, Walton County, Florida",39.8,39.5,40.0
1000000US121319501011053,121319501011053,"Block 1053, Block Group 1, Census Tract 9501.01, Walton County, Florida",51.0,53.0,49.5
1000000US121319501011054,121319501011054,"Block 1054, Block Group 1, Census Tract 9501.01, Walton County, Florida",18.5,17.5,32.5
1000000US121319501011055,121319501011055,"Block 1055, Block Group 1, Census Tract 9501.01, Walton County, Florida",55.5,55.5,59.5
1000000US121319501011056,121319501011056,"Block 1056, Block Group 1, Census Tract 9501.01, Walton County, Florida",40.5,39.5,41.5
1000000US121319501011057,121319501011057,"Block 1057, Block Group 1, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501011058,121319501011058,"Block 1058, Block Group 1, Census Tract 9501.01, Walton County, Florida",22.5,42.0,5.5
1000000US121319501011059,121319501011059,"Block 1059, Block Group 1, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501011060,121319501011060,"Block 1060, Block Group 1, Census Tract 9501.01, Walton County, Florida",37.5,41.5,33.5
1000000US121319501011061,121319501011061,"Block 1061, Block Group 1, Census Tract 9501.01, Walton County, Florida",49.5,50.5,36.5
1000000US121319501012000,121319501012000,"Block 2000, Block Group 2, Census Tract 9501.01, Walton County, Florida",61.5,61.5,61.0
1000000US121319501012001,121319501012001,"Block 2001, Block Group 2, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501012002,121319501012002,"Block 2002, Block Group 2, Census Tract 9501.01, Walton County, Florida",50.0,40.5,57.5
1000000US121319501012003,121319501012003,"Block 2003, Block Group 2, Census Tract 9501.01, Walton County, Florida",44.0,51.0,36.5
1000000US121319501012004,121319501012004,"Block 2004, Block Group 2, Census Tract 9501.01, Walton County, Florida",64.5,66.5,61.0
1000000US121319501012005,121319501012005,"Block 2005, Block Group 2, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501012006,121319501012006,"Block 2006, Block Group 2, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501012007,121319501012007,"Block 2007, Block Group 2, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501012008,121319501012008,"Block 2008, Block Group 2, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501012009,121319501012009,"Block 2009, Block Group 2, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501012010,121319501012010,"Block 2010, Block Group 2, Census Tract 9501.01, Walton County, Florida",34.5,40.5,29.0
1000000US121319501012011,121319501012011,"Block 2011, Block Group 2, Census Tract 9501.01, Walton County, Florida",46.5,32.5,46.5
1000000US121319501012012,121319501012012,"Block 2012, Block Group 2, Census Tract 9501.01, Walton County, Florida",62.5,65.5,59.5
1000000US121319501012013,121319501012013,"Block 2013, Block Group 2, Census Tract 9501.01, Walton County, Florida",60.5,60.5,47.0
1000000US121319501012014,121319501012014,"Block 2014, Block Group 2, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501012015,121319501012015,"Block 2015, Block Group 2, Census Tract 9501.01, Walton County, Florida",15.5,14.5,24.5
1000000US121319501012016,121319501012016,"Block 2016, Block Group 2, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501012017,121319501012017,"Block 2017, Block Group 2, Census Tract 9501.01, Walton County, Florida",0.0,0.0,0.0
1000000US121319501012018,121319501012018,"Block 2018, Block Group 2, Census Tract 9501.01, Walton County, Florida",36.3,34.5,36.5
